hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,total_stay_nights,total_guests,total_previous_bookings,estimated_revenue,arrival_month_num,arrival_day,arrival_weekday
City Hotel,0,5,2017,March,9,2,2,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,1,Check-Out,07-03-2017,2017-03-02,5,2,0,374.0,3,2,3
City Hotel,0,118,2016,October,44,29,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,104.4,0,1,Check-Out,01-11-2016,2016-10-29,3,2,0,313.20000000000005,10,29,5
City Hotel,1,225,2017,May,21,24,0,4,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,0,Canceled,17-10-2016,2017-05-24,4,2,0,428.4,5,24,2
Resort Hotel,0,0,2017,January,2,12,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,44.0,0,1,Check-Out,13-01-2017,2017-01-12,1,2,0,44.0,1,12,3
City Hotel,0,24,2015,September,38,17,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,0.0,0,Contract,117.67,0,2,Check-Out,20-09-2015,2015-09-17,3,2,0,353.01,9,17,3
City Hotel,0,3,2017,February,8,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,0.0,0,Transient,107.0,0,0,Check-Out,22-02-2017,2017-02-21,1,2,0,107.0,2,21,1
City Hotel,0,50,2017,August,35,29,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,1,28,A,A,1,No Deposit,0.0,219.0,0,Transient,89.0,1,4,Check-Out,31-08-2017,2017-08-29,2,1,29,178.0,8,29,1
Resort Hotel,0,230,2017,August,31,1,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient-Party,178.75,0,3,Check-Out,04-08-2017,2017-08-01,3,2,0,536.25,8,1,1
City Hotel,0,153,2016,September,37,8,1,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,7.0,0.0,0,Transient,123.11,0,1,Check-Out,12-09-2016,2016-09-08,4,1,0,492.44,9,8,3
Resort Hotel,0,8,2016,July,31,29,0,2,1,0,0,BB,CZE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,229.0,0,1,Check-Out,31-07-2016,2016-07-29,2,1,0,458.0,7,29,4
City Hotel,1,119,2015,July,30,20,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,76.5,0,1,Canceled,09-07-2015,2015-07-20,1,2,0,76.5,7,20,0
City Hotel,0,15,2017,June,23,7,0,2,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,484.0,0.0,0,Transient-Party,130.0,0,0,Check-Out,09-06-2017,2017-06-07,2,1,0,260.0,6,7,2
City Hotel,1,7,2016,March,11,7,1,5,2,1,0,HB,UKR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,169.17,0,0,Canceled,04-03-2016,2016-03-07,6,3,0,1015.02,3,7,0
City Hotel,0,1,2015,November,46,14,0,1,1,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,144.0,0,Transient-Party,79.0,0,0,Check-Out,15-11-2015,2015-11-14,1,1,0,79.0,11,14,5
Resort Hotel,0,148,2016,March,14,30,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,51.4,0,1,Check-Out,04-04-2016,2016-03-30,5,2,0,257.0,3,30,2
City Hotel,1,54,2017,May,18,3,0,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,0,Canceled,12-03-2017,2017-05-03,4,2,0,504.0,5,3,2
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129.0,0.0,0,Transient-Party,42.17,0,1,Check-Out,14-03-2016,2016-03-11,3,2,0,126.51,3,11,4
Resort Hotel,0,51,2016,September,38,17,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0.0,0,Transient,143.6,1,0,Check-Out,22-09-2016,2016-09-17,5,2,0,718.0,9,17,5
Resort Hotel,0,186,2017,August,32,12,4,7,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,8.0,0.0,0,Transient,169.0,0,0,Check-Out,23-08-2017,2017-08-12,11,3,0,1859.0,8,12,5
City Hotel,0,10,2016,February,7,13,1,1,2,1,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,83.55,0,2,Check-Out,15-02-2016,2016-02-13,2,3,0,167.1,2,13,5
City Hotel,0,5,2015,August,33,10,1,2,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,75.0,0,0,Check-Out,13-08-2015,2015-08-10,3,2,0,225.0,8,10,0
Resort Hotel,0,354,2016,September,37,6,2,6,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0.0,0.0,0,Transient,142.55,1,1,Check-Out,14-09-2016,2016-09-06,8,2,0,1140.4,9,6,1
City Hotel,0,132,2017,April,17,24,1,4,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,99.0,0,2,Check-Out,29-04-2017,2017-04-24,5,2,0,495.0,4,24,0
Resort Hotel,0,37,2015,August,36,30,2,1,2,0,0,HB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,115.2,1,0,Check-Out,02-09-2015,2015-08-30,3,2,0,345.6,8,30,6
City Hotel,0,28,2016,November,46,11,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,0.0,0,Transient,130.0,0,2,Check-Out,12-11-2016,2016-11-11,1,1,0,130.0,11,11,4
City Hotel,1,78,2017,April,14,7,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0.0,0,Transient,162.0,0,1,Canceled,06-02-2017,2017-04-07,1,3,0,162.0,4,7,4
City Hotel,0,0,2016,April,17,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,0.0,0,Transient,97.32,0,0,Check-Out,24-04-2016,2016-04-23,1,2,0,97.32,4,23,5
Resort Hotel,0,26,2017,January,1,6,2,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0.0,0,Transient,65.84,0,2,Check-Out,10-01-2017,2017-01-06,4,2,0,263.36,1,6,4
Resort Hotel,0,20,2017,May,22,30,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,1,10,A,A,1,No Deposit,0.0,380.0,0,Transient,75.0,0,1,Check-Out,01-06-2017,2017-05-30,2,1,11,150.0,5,30,1
City Hotel,1,42,2017,January,1,6,2,2,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,15.0,0.0,0,Transient,70.72,0,0,Canceled,19-12-2016,2017-01-06,4,2,0,282.88,1,6,4
Resort Hotel,1,209,2016,July,30,22,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,242.0,0.0,0,Transient,182.0,0,0,Canceled,11-01-2016,2016-07-22,9,2,0,1638.0,7,22,4
City Hotel,1,31,2016,February,9,26,0,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,0.0,0,Transient,152.1,0,0,Canceled,27-01-2016,2016-02-26,2,4,0,304.2,2,26,4
City Hotel,0,22,2015,October,40,1,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,88.17,0,1,Check-Out,03-10-2015,2015-10-01,2,2,0,176.34,10,1,3
City Hotel,0,9,2016,September,37,7,0,1,2,0,1,BB,PRT,Complementary,Direct,1,0,3,B,B,0,No Deposit,45.0,0.0,0,Transient,0.0,0,1,Check-Out,08-09-2016,2016-09-07,1,3,3,0.0,9,7,2
City Hotel,0,1,2017,June,25,20,0,4,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,0.0,0,Transient,191.75,0,2,Check-Out,24-06-2017,2017-06-20,4,2,0,767.0,6,20,1
City Hotel,1,30,2017,April,17,29,2,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.33,0,1,Canceled,30-03-2017,2017-04-29,3,1,0,378.99,4,29,5
City Hotel,0,154,2016,August,33,7,2,3,3,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0.0,0,Transient,145.6,0,1,Check-Out,12-08-2016,2016-08-07,5,3,0,728.0,8,7,6
City Hotel,0,0,2016,May,20,10,0,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,0.0,0,Transient,153.15,0,0,Check-Out,11-05-2016,2016-05-10,1,3,0,153.15,5,10,1
Resort Hotel,0,0,2016,March,12,17,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0.0,0,Transient-Party,34.4,0,0,Check-Out,18-03-2016,2016-03-17,1,1,0,34.4,3,17,3
Resort Hotel,0,22,2016,March,10,4,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,54.0,1,1,Check-Out,07-03-2016,2016-03-04,3,2,0,162.0,3,4,4
City Hotel,1,517,2016,December,50,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,0,Transient,62.8,0,0,Canceled,21-10-2015,2016-12-08,2,2,0,125.6,12,8,3
Resort Hotel,0,203,2017,May,21,25,0,3,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,0,No Deposit,0.0,223.0,0,Transient-Party,60.0,0,1,Check-Out,28-05-2017,2017-05-25,3,2,0,180.0,5,25,3
Resort Hotel,0,12,2016,October,43,17,0,0,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,I,0,No Deposit,240.0,0.0,0,Transient,0.0,0,2,Check-Out,17-10-2016,2016-10-17,0,2,0,0.0,10,17,0
Resort Hotel,0,133,2016,June,24,6,1,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,40.0,0.0,0,Contract,64.9,0,0,Check-Out,11-06-2016,2016-06-06,5,2,0,324.5,6,6,0
City Hotel,0,77,2017,April,14,8,2,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,162.0,0,1,Check-Out,12-04-2017,2017-04-08,4,3,0,648.0,4,8,5
Resort Hotel,1,131,2017,April,16,16,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,493.0,0.0,0,Transient-Party,80.0,0,0,Canceled,28-02-2017,2017-04-16,7,2,0,560.0,4,16,6
Resort Hotel,0,25,2017,February,8,24,1,2,1,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,65.83,0,1,Check-Out,27-02-2017,2017-02-24,3,1,0,197.49,2,24,4
City Hotel,1,80,2015,November,45,2,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0.0,37.0,60,Transient,111.0,0,0,Canceled,13-10-2015,2015-11-02,2,2,0,222.0,11,2,0
City Hotel,0,25,2017,April,14,7,1,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,220.0,0,0,Check-Out,10-04-2017,2017-04-07,3,3,0,660.0,4,7,4
Resort Hotel,1,248,2016,December,52,22,2,3,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,55.8,0,0,Canceled,19-07-2016,2016-12-22,5,1,0,279.0,12,22,3
City Hotel,0,282,2015,October,41,10,2,1,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21.0,0.0,0,Transient-Party,76.67,0,0,Check-Out,13-10-2015,2015-10-10,3,2,0,230.01,10,10,5
City Hotel,0,125,2016,July,31,29,0,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,0.0,0,Transient,130.5,0,1,Check-Out,30-07-2016,2016-07-29,1,3,0,130.5,7,29,4
City Hotel,0,91,2017,May,18,6,1,1,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,0.0,0,Transient,162.0,0,3,Check-Out,08-05-2017,2017-05-06,2,2,0,324.0,5,6,5
City Hotel,0,98,2017,April,17,24,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0.0,0,Transient,85.0,0,0,Check-Out,27-04-2017,2017-04-24,3,2,0,255.0,4,24,0
Resort Hotel,0,108,2017,April,16,21,0,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,75.0,0,1,Check-Out,22-04-2017,2017-04-21,1,2,0,75.0,4,21,4
Resort Hotel,1,42,2016,April,18,24,2,3,3,1,0,BB,NLD,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient,124.4,0,0,Canceled,13-03-2016,2016-04-24,5,4,0,622.0,4,24,6
City Hotel,1,32,2016,February,6,6,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,78.3,0,0,Canceled,05-01-2016,2016-02-06,1,2,0,78.3,2,6,5
Resort Hotel,0,152,2017,July,27,4,2,7,2,0,1,BB,IRL,Direct,Direct,0,0,0,F,F,1,No Deposit,0.0,0.0,0,Transient,149.0,0,3,Check-Out,13-07-2017,2017-07-04,9,3,0,1341.0,7,4,1
Resort Hotel,1,27,2017,July,30,24,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,196.0,0.0,0,Transient,225.0,0,0,Canceled,11-07-2017,2017-07-24,1,2,0,225.0,7,24,0
City Hotel,0,57,2016,June,24,10,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,0.0,0,Transient-Party,75.33,0,1,Check-Out,13-06-2016,2016-06-10,3,1,0,225.99,6,10,4
Resort Hotel,1,149,2015,December,49,5,2,1,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,0.0,0,Transient,68.0,0,0,Canceled,19-11-2015,2015-12-05,3,2,0,204.0,12,5,5
City Hotel,0,0,2015,August,33,12,0,1,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,75.0,0,0,Check-Out,13-08-2015,2015-08-12,1,2,0,75.0,8,12,2
City Hotel,0,104,2017,March,12,19,2,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,0.0,0,Transient-Party,75.0,0,1,Check-Out,26-03-2017,2017-03-19,7,2,0,525.0,3,19,6
City Hotel,0,122,2017,May,21,27,1,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,12.0,0.0,0,Transient-Party,104.0,0,0,Check-Out,29-05-2017,2017-05-27,2,1,0,208.0,5,27,5
City Hotel,1,75,2015,September,38,19,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Canceled,09-09-2015,2015-09-19,4,2,0,248.0,9,19,5
Resort Hotel,0,10,2016,February,9,25,1,3,2,0,0,BB,GBR,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,242.0,0.0,0,Group,58.0,0,2,Check-Out,29-02-2016,2016-02-25,4,2,1,232.0,2,25,3
Resort Hotel,1,208,2017,August,31,5,4,7,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0.0,0,Transient,231.0,0,2,Canceled,24-01-2017,2017-08-05,11,3,0,2541.0,8,5,5
Resort Hotel,0,0,2016,March,12,14,1,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0.0,392.0,0,Transient-Party,40.0,0,0,Check-Out,16-03-2016,2016-03-14,2,1,0,80.0,3,14,0
Resort Hotel,0,62,2015,August,33,9,2,4,2,2,0,BB,ESP,Direct,Direct,0,0,0,C,C,1,No Deposit,0.0,108.0,0,Transient,152.1,0,0,Check-Out,15-08-2015,2015-08-09,6,4,0,912.5999999999999,8,9,6
City Hotel,1,199,2016,December,53,28,2,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0.0,0,Transient,98.18,0,0,Canceled,12-06-2016,2016-12-28,6,3,0,589.08,12,28,2
City Hotel,0,12,2017,May,21,23,0,1,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,110.0,0,1,Check-Out,24-05-2017,2017-05-23,1,1,0,110.0,5,23,1
Resort Hotel,0,253,2017,July,27,7,0,2,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,0.0,0.0,0,Transient,89.1,0,0,Check-Out,09-07-2017,2017-07-07,2,2,0,178.2,7,7,4
City Hotel,0,1,2017,February,8,23,0,1,1,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.0,0,2,Check-Out,24-02-2017,2017-02-23,1,1,0,88.0,2,23,3
City Hotel,1,25,2017,April,18,30,4,8,1,0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,150.42,0,0,No-Show,30-04-2017,2017-04-30,12,1,0,1805.04,4,30,6
City Hotel,0,10,2017,July,27,4,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,140.0,0,0,Check-Out,06-07-2017,2017-07-04,2,2,0,280.0,7,4,1
City Hotel,0,53,2016,May,21,19,0,1,2,0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.9,0,1,Check-Out,20-05-2016,2016-05-19,1,2,0,126.9,5,19,3
City Hotel,1,161,2017,May,21,25,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0.0,0,Transient,102.04,0,1,Canceled,07-01-2017,2017-05-25,3,2,0,306.12,5,25,3
City Hotel,1,79,2016,March,13,24,1,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.95,0,1,Canceled,18-02-2016,2016-03-24,4,2,0,363.8,3,24,3
City Hotel,1,10,2015,December,51,14,1,5,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,0.0,0.0,0,Transient,75.0,0,2,Canceled,13-12-2015,2015-12-14,6,2,1,450.0,12,14,0
City Hotel,1,64,2016,July,29,12,0,4,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,0.0,0,Transient,139.5,0,0,Canceled,09-05-2016,2016-07-12,4,3,0,558.0,7,12,1
City Hotel,1,98,2015,July,30,25,1,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Transient,124.25,0,1,Canceled,24-04-2015,2015-07-25,2,3,0,248.5,7,25,5
City Hotel,0,172,2016,July,30,23,2,2,2,2,0,BB,BEL,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,0.0,0,Transient,222.35,1,0,Check-Out,27-07-2016,2016-07-23,4,4,0,889.4,7,23,5
City Hotel,0,35,2016,March,10,5,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,97.4,0,1,Check-Out,08-03-2016,2016-03-05,3,2,0,292.20000000000005,3,5,5
City Hotel,1,163,2017,May,18,6,1,1,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,99.0,0,1,Canceled,15-12-2016,2017-05-06,2,2,0,198.0,5,6,5
Resort Hotel,0,272,2015,September,40,30,0,3,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,256.0,0.0,0,Transient-Party,73.0,0,0,Check-Out,03-10-2015,2015-09-30,3,2,0,219.0,9,30,2
Resort Hotel,0,47,2015,October,43,19,1,4,1,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,1,No Deposit,0.0,0.0,47,Transient-Party,76.8,0,0,Check-Out,24-10-2015,2015-10-19,5,1,0,384.0,10,19,0
Resort Hotel,1,3,2016,August,34,14,2,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,241.0,0,0,Canceled,11-08-2016,2016-08-14,2,2,0,482.0,8,14,6
Resort Hotel,0,25,2017,March,11,17,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,242.0,0.0,0,Transient,60.0,0,1,Check-Out,20-03-2017,2017-03-17,3,2,0,180.0,3,17,4
Resort Hotel,1,7,2016,November,48,23,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0.0,112.0,0,Transient-Party,35.0,0,1,Canceled,23-11-2016,2016-11-23,1,2,0,35.0,11,23,2
City Hotel,1,16,2016,March,13,25,1,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,165.67,0,0,Canceled,09-03-2016,2016-03-25,3,3,0,497.01,3,25,4
City Hotel,0,316,2016,May,22,26,0,3,2,0,0,BB,AUT,Groups,TA/TO,0,0,0,A,B,0,No Deposit,30.0,0.0,0,Transient-Party,110.0,0,0,Check-Out,29-05-2016,2016-05-26,3,2,0,330.0,5,26,3
Resort Hotel,0,195,2017,July,28,9,2,5,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0.0,0,Transient,234.29,0,0,Check-Out,16-07-2017,2017-07-09,7,4,0,1640.03,7,9,6
Resort Hotel,0,0,2016,April,18,26,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,59.0,0,0,Check-Out,27-04-2016,2016-04-26,1,2,0,59.0,4,26,1
Resort Hotel,0,12,2016,July,29,11,2,5,3,0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,240.86,0,1,Check-Out,18-07-2016,2016-07-11,7,3,0,1686.02,7,11,0
City Hotel,0,184,2017,July,28,15,1,1,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient-Party,158.4,0,1,Check-Out,17-07-2017,2017-07-15,2,2,0,316.8,7,15,5
City Hotel,1,19,2017,February,5,3,1,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,108.0,0,1,Canceled,27-01-2017,2017-02-03,3,2,0,324.0,2,3,4
City Hotel,0,69,2016,April,17,17,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,110.08,0,2,Check-Out,21-04-2016,2016-04-17,4,2,0,440.32,4,17,6
Resort Hotel,1,137,2017,July,30,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,0.0,0,Transient,178.29,0,1,Canceled,19-03-2017,2017-07-29,7,2,0,1248.03,7,29,5
Resort Hotel,0,2,2015,November,45,4,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,6,A,D,1,No Deposit,0.0,204.0,0,Transient,35.0,0,1,Check-Out,06-11-2015,2015-11-04,2,1,6,70.0,11,4,2
Resort Hotel,0,19,2016,October,40,1,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,0.0,0,Transient,139.0,0,1,Check-Out,05-10-2016,2016-10-01,4,2,0,556.0,10,1,5
Resort Hotel,0,245,2015,September,36,3,4,12,2,0,0,BB,GBR,Direct,Direct,0,0,1,E,E,0,No Deposit,0.0,0.0,0,Transient,70.0,0,0,Check-Out,19-09-2015,2015-09-03,16,2,1,1120.0,9,3,3
Resort Hotel,1,95,2015,August,34,21,1,2,1,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,125.0,0,1,Canceled,22-06-2015,2015-08-21,3,2,0,375.0,8,21,4
City Hotel,0,90,2016,March,13,20,2,3,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,51.71,0,1,Check-Out,25-03-2016,2016-03-20,5,2,0,258.55,3,20,6
City Hotel,1,84,2016,May,21,19,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,173.0,0.0,0,Transient,106.25,0,0,Canceled,26-02-2016,2016-05-19,7,2,0,743.75,5,19,3
Resort Hotel,0,232,2016,May,23,31,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,0.0,0,Transient,57.34,0,0,Check-Out,07-06-2016,2016-05-31,7,2,0,401.38,5,31,1
Resort Hotel,0,82,2017,August,35,29,0,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0.0,0,Transient,230.0,0,3,Check-Out,01-09-2017,2017-08-29,3,2,0,690.0,8,29,1
City Hotel,1,0,2016,December,52,20,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,6,A,A,0,No Deposit,94.0,0.0,0,Transient,65.0,0,2,No-Show,20-12-2016,2016-12-20,1,1,6,65.0,12,20,1
City Hotel,0,95,2017,June,23,4,2,2,2,1,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,162.0,0,0,Check-Out,08-06-2017,2017-06-04,4,3,0,648.0,6,4,6
City Hotel,1,8,2016,November,47,16,4,10,1,0,0,SC,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,90.79,0,0,Canceled,08-11-2016,2016-11-16,14,1,0,1271.0600000000002,11,16,2
Resort Hotel,1,135,2017,February,5,4,4,7,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,37.8,0,2,Canceled,01-12-2016,2017-02-04,11,2,0,415.79999999999995,2,4,5
